studentid;emaildatum;anzahl_emails
30902385;06.03.2021;1
31237794;17.03.2021;1
31247667;16.03.2021;1
31252416;10.03.2021;1
30380133;17.03.2021;1
31234494;17.03.2021;1
30829062;17.03.2021;1
31237359;17.03.2021;1
30885660;16.03.2021;1
28186647;06.03.2021;1
31241307;12.03.2021;1
31229904;07.03.2021;1
31260594;18.03.2021;2
31252371;17.03.2021;1
31245978;18.03.2021;1
30144405;18.03.2021;1
31166832;18.03.2021;1
28228848;18.03.2021;1
31257723;20.02.2021;1
31246749;24.02.2021;1
31244370;19.03.2021;1
31233336;19.03.2021;2
31227216;14.03.2021;1
31240455;03.03.2021;1
31234920;02.10.2020;1
31255599;18.03.2021;1
31249029;07.03.2021;1
31237692;19.03.2021;1
31260939;15.03.2021;1
31236699;19.03.2021;1
31244895;19.03.2021;1
31235310;19.03.2021;1
31237389;19.03.2021;1
31232937;20.03.2021;2
30902385;18.03.2021;1
31255728;20.03.2021;1
31218564;20.03.2021;1
31201914;21.02.2021;1
31261179;28.02.2021;1
31027575;20.03.2021;2
31234143;03.03.2021;1
31276299;11.03.2021;1
31276299;24.02.2021;1
31261674;22.02.2021;1
31286478;13.03.2021;1
31057152;18.03.2021;2
31035282;21.02.2021;1
31035282;13.01.2021;1
31204809;14.03.2021;1
30200334;12.03.2021;1
27403521;03.01.2020;1
31222521;02.04.2020;1
31250235;11.03.2021;1
31240701;22.01.2021;1
31231428;24.02.2021;1
31248099;21.03.2021;1
31057152;20.03.2021;1
30466227;18.03.2021;1
31008876;21.03.2021;1
30902385;15.03.2021;1
31242246;28.01.2021;1
31224867;10.03.2021;1
31238820;10.03.2021;1
31249956;04.02.2021;1
31237923;18.03.2021;1
31188183;15.02.2021;1
31226079;11.03.2021;1
31247352;12.02.2021;1
31257546;12.03.2021;1
31281222;14.03.2021;1
31235349;26.02.2021;1
31260339;23.03.2021;1
31247952;23.03.2021;1
31246398;21.02.2021;1
31240944;23.03.2021;1
31257618;21.02.2021;1
31253460;21.03.2021;1
31236699;25.03.2021;1
31255599;25.03.2021;1
31224564;25.03.2021;1
31216476;10.03.2021;1
31240977;25.02.2021;1
31231776;20.03.2021;1
31226340;12.12.2019;1
31222815;25.03.2021;1
30958881;24.03.2021;1
31233300;22.03.2021;1
31241364;19.03.2021;1
31226757;01.03.2021;1
31248459;18.03.2021;1
31237992;13.03.2021;1
31025817;21.02.2021;1
31246398;09.01.2021;1
31250613;26.03.2021;1
31249917;10.03.2021;1
31169940;25.03.2021;1
30117918;19.03.2021;1
31139085;19.03.2021;1
30697848;27.03.2021;1
27963621;26.03.2021;1
31251135;28.03.2021;1
27817359;23.03.2021;1
30430317;03.03.2021;1
31242468;28.03.2021;1
31223658;18.03.2021;2
31235967;05.03.2021;1
31216032;19.03.2021;1
31256148;08.03.2021;1
31243452;29.03.2021;1
31255797;20.03.2021;1
31243053;28.03.2021;1
30583152;21.03.2021;1
31238100;28.03.2021;1
31261485;21.03.2021;1
30132171;31.03.2021;2
31242648;10.03.2021;1
31241289;30.03.2021;1
31239435;17.03.2021;1
31222461;03.02.2021;1
30359907;18.03.2021;1
31214382;30.03.2021;1
31254489;14.03.2021;1
30359907;26.03.2021;1
31241559;13.03.2021;1
31244853;13.01.2021;1
31256241;13.03.2021;1
30937833;20.03.2021;1
31243926;30.03.2021;1
31012128;31.03.2021;1
31252896;01.04.2021;1
31234299;05.03.2021;2
27322869;31.03.2021;2
30429621;29.03.2021;1
31248393;23.03.2021;1
31281255;25.03.2021;1
31236420;24.03.2021;1
31233240;27.03.2021;1
31238958;01.04.2021;1
31239963;01.04.2021;2
31303572;28.03.2021;1
31232055;02.04.2021;1
31238208;02.04.2021;1
31228464;16.03.2021;1
31242471;25.03.2021;1
31232358;27.03.2021;1
31208100;02.04.2021;1
31232358;02.04.2021;2
31231935;26.03.2021;1
31252455;28.03.2021;1
31245168;02.04.2021;2
27591696;01.04.2021;1
28228848;02.04.2021;1
31237806;27.03.2021;1
30725598;03.04.2021;1
31253223;26.03.2021;1
31228584;17.02.2021;1
31236420;01.04.2021;1
31261752;23.03.2021;1
31242381;02.04.2021;1
31231614;02.04.2021;1
31236129;31.03.2021;1
31249017;24.03.2021;1
31228467;01.04.2021;1
31258440;24.03.2021;1
31225890;03.04.2021;1
31237923;02.04.2021;1
30902385;03.04.2021;2
31004961;01.04.2021;1
31251135;25.03.2021;1
31240908;01.04.2021;1
31251369;07.08.2020;1
31238961;04.04.2021;1
31241040;03.04.2021;1
31231002;26.03.2021;1
31238100;04.04.2021;1
31223283;02.04.2021;1
31236663;04.04.2021;1
31217847;04.04.2021;1
30144405;05.04.2021;1
31234299;29.03.2021;1
31253052;19.03.2021;1
27658956;02.04.2021;1
31236705;19.03.2021;1
31241256;06.04.2021;2
31233252;03.04.2021;2
31241256;07.04.2021;1
31235349;20.03.2021;1
31240647;05.04.2021;1
31051749;07.04.2021;1
31231605;31.03.2021;1
30719517;07.04.2021;1
31241079;25.03.2021;1
31226652;03.04.2021;1
31190805;24.03.2021;1
30424293;29.03.2021;1
30175251;07.04.2021;1
31239492;22.03.2021;1
31232358;18.03.2021;2
31262262;20.03.2021;1
31234548;06.04.2021;1
31246161;02.04.2021;2
31222116;08.04.2021;1
31247391;08.04.2021;1
30693702;04.04.2021;1
31248423;27.12.2020;1
31234413;07.04.2021;1
31237794;07.04.2021;1
30278181;29.03.2021;1
31240638;04.04.2021;1
31235202;26.03.2021;1
31261083;06.04.2021;1
31146069;08.04.2021;1
30525201;31.03.2021;1
31231461;09.04.2021;1
31260987;07.04.2021;2
31249683;27.03.2021;1
31238196;08.04.2021;2
31231734;02.04.2021;1
31204908;08.04.2021;1
27798648;09.04.2021;1
31202688;09.04.2021;1
31224507;08.04.2021;1
30977904;08.04.2021;1
31248048;05.04.2021;1
31139085;08.04.2021;2
31241391;09.04.2021;1
31227564;13.03.2021;1
31250841;16.06.2020;1
31260987;10.04.2021;1
31245444;26.03.2021;1
31213809;10.04.2021;1
31235469;05.04.2021;1
31247319;01.04.2021;1
31239981;07.04.2021;1
31251786;02.04.2021;1
31232358;08.04.2021;1
31249956;28.03.2021;1
31261038;07.04.2021;1
31303572;02.04.2021;1
31227819;09.04.2021;1
31040358;10.04.2021;1
31235883;25.03.2021;1
31250643;10.04.2021;1
31227519;10.04.2021;1
31256853;28.03.2021;1
31234482;09.04.2021;1
31240551;31.03.2021;1
31241640;08.04.2021;1
31018401;07.04.2021;1
31236684;10.04.2021;1
31225251;09.04.2021;1
31258482;02.12.2020;1
31224738;31.12.2020;1
31284576;18.11.2020;1
31190430;05.04.2021;1
31257612;03.10.2020;1
31240854;07.04.2021;1
31237821;01.04.2021;1
31231467;27.05.2020;2
31218564;01.04.2021;1
31190805;20.03.2021;2
31240944;05.04.2021;1
31040103;05.04.2021;1
31236663;06.04.2021;1
30593349;07.04.2021;1
31251264;09.04.2021;1
31240962;09.04.2021;1
31237629;09.04.2021;1
30972774;13.03.2021;1
31239546;20.03.2021;1
31020681;23.01.2021;1
30340182;13.02.2021;1
27971097;24.03.2020;3
31223646;03.04.2020;2
31230786;03.05.2020;3
31225935;22.04.2020;2
31252371;15.03.2021;2
28145934;01.03.2021;1
27641451;19.03.2021;1
31248369;12.03.2021;1
31235223;21.03.2021;1
31237890;21.03.2021;2
31139445;21.03.2021;2
31252245;20.03.2021;1
31237923;23.11.2020;1
31236177;09.03.2021;1
30972774;19.02.2021;1
31238577;22.03.2021;2
31214574;21.03.2021;1
31241523;12.02.2021;1
31235007;18.03.2021;1
31242009;12.03.2021;1
31239444;11.03.2021;1
31250286;12.03.2021;1
31233324;13.03.2021;1
31247514;02.03.2021;1
31230768;14.03.2021;1
28228848;21.03.2021;1
31242915;20.03.2021;2
31257618;03.03.2021;2
31241244;21.02.2021;1
31249479;11.03.2021;1
28077948;25.02.2021;1
30269532;24.03.2021;1
31247709;25.03.2021;1
31235967;25.03.2021;2
31236342;16.03.2021;1
27994734;25.03.2021;1
31229658;25.03.2021;1
30153864;25.03.2021;1
31242246;24.03.2021;1
31226832;19.03.2021;1
31257078;03.02.2021;1
31257459;18.01.2021;1
31228554;26.03.2021;1
30578376;26.03.2021;6
31224564;26.03.2021;1
28051014;23.03.2021;1
31226757;01.09.2020;1
31027575;21.03.2021;1
31251135;20.03.2021;1
31235652;17.03.2021;1
31245780;26.03.2021;2
30851823;20.10.2019;1
31241511;20.03.2021;1
31240809;24.03.2021;1
31223406;21.03.2021;1
31223616;24.03.2021;1
31122495;09.03.2021;1
31226700;27.03.2021;1
31237152;03.03.2021;1
31166832;27.03.2021;1
27620070;22.03.2021;2
31250232;20.03.2021;1
31236102;22.02.2021;1
31238577;03.03.2021;1
31235631;26.03.2021;1
31141683;23.03.2021;1
31256853;18.03.2021;1
27777426;27.03.2021;1
31236684;28.03.2021;1
31027575;26.03.2021;2
31240791;04.03.2021;1
31241391;26.02.2021;1
31236042;24.03.2021;1
31223271;31.03.2021;1
31027575;31.03.2021;4
31258659;21.03.2021;1
31252782;25.03.2021;1
31229337;26.03.2021;2
30902385;26.03.2021;1
31262094;30.03.2021;1
31231401;07.03.2021;1
31232559;26.03.2021;1
31241472;08.11.2020;2
31258632;31.03.2021;1
31237377;23.01.2021;1
31245780;27.03.2021;1
31258791;20.03.2021;2
31233396;17.03.2021;1
31233240;19.02.2021;2
31221450;12.03.2021;1
31261179;13.03.2021;1
31241472;02.11.2019;1
31231812;25.03.2021;2
31233450;26.03.2021;1
30699243;11.03.2021;1
31221687;11.03.2021;1
31236621;26.03.2021;1
27723168;21.03.2021;1
31239489;25.03.2021;1
31051749;01.04.2021;1
31247304;01.04.2021;1
31260594;23.04.2020;1
31228941;01.04.2021;2
31236684;24.03.2021;1
30618747;02.04.2021;2
31219962;23.03.2021;1
31223277;30.03.2021;1
31235631;02.04.2021;1
31222893;01.01.2021;3
31226700;26.03.2021;1
30858489;03.04.2021;1
31232358;31.03.2021;2
31241061;23.03.2021;1
31223658;03.04.2021;2
31262508;24.03.2021;1
31229502;23.03.2021;1
30805350;01.04.2021;1
31260987;25.03.2021;1
31059153;31.03.2021;1
31231845;03.04.2021;1
31121328;27.03.2021;1
31238196;04.04.2021;1
31229328;25.03.2021;1
31261815;04.04.2021;1
31028982;31.03.2021;1
31217265;04.04.2021;1
31254042;06.04.2021;1
30699204;06.04.2021;2
31249683;13.03.2021;1
31223961;27.01.2021;1
31247952;06.04.2021;1
31245495;31.03.2021;1
31231467;31.03.2021;1
31008384;06.04.2021;1
28145934;11.02.2021;1
31255068;20.03.2021;1
31246611;04.04.2021;1
30545223;04.04.2021;1
31262358;08.04.2021;2
31218486;08.04.2021;1
31248534;02.04.2021;1
31016469;02.04.2021;1
31260405;07.04.2021;1
31222656;06.04.2021;1
31252482;28.03.2021;1
31247166;05.04.2021;1
31234548;29.03.2021;1
31210863;08.04.2021;1
30758625;08.04.2021;1
31230561;09.04.2021;1
31215126;06.04.2021;1
31111197;31.03.2021;1
30668634;09.04.2021;1
28120677;09.04.2021;1
31228467;02.04.2021;1
31252455;06.04.2021;1
31235226;02.11.2020;1
31256562;09.04.2021;1
30977220;09.04.2021;1
31255452;09.04.2021;1
31024095;09.04.2021;1
30977220;08.04.2021;1
31206384;25.03.2021;1
31242771;21.03.2021;1
31242771;26.03.2021;2
30606903;09.04.2021;1
31222575;18.03.2021;1
31247514;27.02.2021;1
31236684;16.03.2021;1
30977220;21.02.2021;1
30839049;10.04.2021;1
31055424;08.04.2021;1
31256331;09.04.2021;1
31240707;10.04.2021;1
31259997;03.04.2021;1
31226340;03.04.2021;1
30858489;04.04.2021;1
31223559;09.04.2021;1
31238577;09.04.2021;1
31234929;30.03.2021;1
30805596;10.04.2021;1
30601113;07.04.2021;3
31260117;10.04.2021;3
31262571;04.04.2021;2
31255797;08.04.2021;1
30578376;10.04.2021;2
30638973;26.03.2021;1
31233681;06.04.2021;1
31242300;05.04.2021;1
31243137;04.04.2021;1
31228584;03.04.2021;1
30725295;06.04.2021;1
31235883;10.04.2021;1
31018401;03.04.2021;1
31252413;27.01.2020;1
28143111;29.03.2021;1
31240944;20.03.2021;1
31262367;06.03.2021;1
30606903;06.04.2021;1
31233324;07.04.2021;1
31223913;30.03.2020;4
28230408;17.05.2020;1
30775416;20.05.2020;1
31254342;21.05.2020;3
31241058;29.05.2020;2
31021644;26.05.2020;2
31236306;05.07.2020;1
31227039;07.07.2020;6
31247196;17.07.2020;2
31241967;08.08.2020;2
31145451;10.09.2020;1
31245990;11.09.2020;1
31239546;16.09.2020;2
31215768;09.11.2020;3
31242357;08.11.2020;1
31236237;29.07.2019;2
27155466;23.02.2020;1
31007832;25.03.2020;1
30413823;03.07.2019;2
31237677;21.11.2020;2
31248657;25.11.2020;1
31253079;19.12.2020;1
31256667;18.12.2020;1
30174189;13.01.2020;1
31260234;13.01.2020;1
31218564;13.01.2020;1
31245111;13.01.2020;1
31181550;13.01.2020;1
31242993;13.01.2020;1
31258365;14.01.2020;1
31247409;20.01.2020;1
31238574;14.01.2020;1
31248120;14.01.2020;1
31196223;20.01.2020;1
31162077;20.01.2020;1
31028982;14.01.2020;1
31248114;20.01.2020;1
31223829;14.01.2020;1
31220262;20.01.2020;1
30953514;15.01.2020;1
31216374;15.01.2020;1
31211586;15.01.2020;1
31248486;21.01.2020;1
31245117;15.01.2020;1
31245270;21.01.2020;1
28055844;21.01.2020;1
31256598;21.01.2020;1
30585198;15.01.2020;1
31145778;21.01.2020;1
31234554;21.01.2020;1
31229046;21.01.2020;1
31235442;15.01.2020;1
31242915;15.01.2020;1
31253820;21.01.2020;1
31243053;15.01.2020;1
31288113;15.01.2020;1
31246419;15.01.2020;1
31208460;15.01.2020;1
31250253;15.01.2020;1
31253451;15.01.2020;1
30354540;15.01.2020;1
31258281;15.01.2020;1
30422757;15.01.2020;1
31239096;15.01.2020;1
31238223;22.01.2020;1
30735084;22.01.2020;1
31235460;22.01.2020;2
31253223;15.01.2020;1
31245507;22.01.2020;1
31223046;22.01.2020;1
31253253;16.01.2020;1
31241328;22.01.2020;1
31237605;16.01.2020;1
31228086;22.01.2020;1
31238220;22.01.2020;1
31232532;22.01.2020;1
27495288;22.01.2020;1
31254798;22.01.2020;1
31254894;22.01.2020;1
30601584;23.01.2020;1
31235574;16.01.2020;1
31216476;23.01.2020;1
31235307;16.01.2020;1
28237503;16.01.2020;1
31234332;16.01.2020;1
31246440;16.01.2020;1
31232457;16.01.2020;1
31260927;16.01.2020;1
31219497;23.01.2020;1
31257363;23.01.2020;1
31245981;23.01.2020;1
31233024;23.01.2020;1
31233990;16.01.2020;1
31244892;16.01.2020;1
31221708;16.01.2020;1
31256301;23.01.2020;1
31258659;23.01.2020;1
31249017;23.01.2020;1
31241460;17.01.2020;1
31235490;23.01.2020;1
30699204;17.01.2020;1
27635337;23.01.2020;1
31236363;23.01.2020;1
31253820;23.01.2020;1
31252710;24.01.2020;1
31247994;24.01.2020;1
31237962;17.01.2020;1
31247094;17.01.2020;1
31251792;17.01.2020;2
28221327;24.01.2020;1
30200916;24.01.2020;1
31227006;24.01.2020;1
31243470;17.01.2020;1
31246611;24.01.2020;1
31255491;17.01.2020;1
31218564;24.01.2020;1
31243293;24.01.2020;1
31195344;24.01.2020;1
31233264;17.01.2020;1
31248837;17.01.2020;1
31218759;17.01.2020;1
31256616;25.01.2020;1
31139445;25.01.2020;1
31089012;25.01.2020;1
31262094;25.01.2020;1
31227231;25.01.2020;1
31215126;18.01.2020;1
31240797;25.01.2020;1
31255689;18.01.2020;1
31238520;18.01.2020;1
30722151;25.01.2020;1
31258854;18.01.2020;1
31253523;18.01.2020;1
31239162;18.01.2020;1
31240716;26.01.2020;1
31235934;18.01.2020;1
31249050;26.01.2020;1
31258914;26.01.2020;1
31124889;18.01.2020;1
31256628;18.01.2020;1
31228377;18.01.2020;1
31253391;19.01.2020;1
30937833;27.01.2020;1
31246011;19.01.2020;1
31261644;19.01.2020;1
31250295;19.01.2020;2
31242642;19.01.2020;1
31158903;19.01.2020;1
31230696;19.01.2020;1
31254456;19.01.2020;1
30993180;19.01.2020;1
31239630;19.01.2020;1
31224738;05.08.2020;1
31258542;05.08.2020;1
31229574;05.08.2020;1
31222068;05.08.2020;1
31248936;30.07.2020;2
30588495;30.07.2020;1
31243461;30.07.2020;1
31244808;30.07.2020;1
31258161;06.08.2020;1
31234920;06.08.2020;1
31239027;31.07.2020;1
31124889;06.08.2020;1
31226139;06.08.2020;1
31233537;06.08.2020;1
31233708;06.08.2020;1
31232391;06.08.2020;1
28226742;06.08.2020;1
31004961;31.07.2020;1
30236997;06.08.2020;1
31239426;31.07.2020;1
31234317;07.08.2020;1
31259997;31.07.2020;1
31255677;31.07.2020;1
31236189;31.07.2020;1
31251375;31.07.2020;1
30763155;07.08.2020;1
31242243;07.08.2020;1
31239549;31.07.2020;1
27675516;07.08.2020;1
31106202;07.08.2020;1
31248930;07.08.2020;1
31248423;07.08.2020;1
31067280;01.08.2020;1
31224285;01.08.2020;1
28276893;07.08.2020;1
31242429;07.08.2020;1
31151901;01.08.2020;1
31226037;07.08.2020;1
28276893;01.08.2020;1
31261323;01.08.2020;3
31233303;07.08.2020;1
31235676;01.08.2020;1
30758625;01.08.2020;1
31258794;01.08.2020;1
31247952;01.08.2020;1
27253680;01.08.2020;1
30422757;07.08.2020;1
31260234;07.08.2020;1
31250184;07.08.2020;1
31236621;07.08.2020;1
31262508;07.08.2020;1
31261083;01.08.2020;1
31240866;08.08.2020;1
31239546;08.08.2020;1
31225158;08.08.2020;1
31238418;08.08.2020;1
31248591;02.08.2020;1
31253091;02.08.2020;1
30832899;02.08.2020;1
31238223;08.08.2020;1
31235970;02.08.2020;1
30406326;02.08.2020;1
30668634;08.08.2020;1
31241238;02.08.2020;1
31244817;08.08.2020;1
31255395;08.08.2020;1
31232100;08.08.2020;1
28010121;02.08.2020;1
31247475;09.08.2020;1
31256928;03.08.2020;1
31246413;09.08.2020;1
31139085;09.08.2020;1
31239588;09.08.2020;1
31224552;09.08.2020;1
31227063;03.08.2020;1
31242288;09.08.2020;1
31239858;03.08.2020;1
31238418;09.08.2020;1
31242768;09.08.2020;1
31210530;09.08.2020;1
31240062;04.08.2020;1
30775416;04.08.2020;1
31240506;04.08.2020;1
31230804;04.08.2020;1
31231941;10.08.2020;2
31224285;05.08.2020;1
31245645;10.08.2020;1
31212093;05.08.2020;1
31235628;10.08.2020;1
31284576;05.08.2020;1
30995166;05.08.2020;1
31178175;05.08.2020;1
31275471;05.08.2020;1
31047681;11.08.2020;1
31236873;16.08.2020;1
30912156;17.08.2020;2
31250178;17.08.2020;1
31244742;11.08.2020;1
31227894;11.08.2020;1
31231845;17.08.2020;1
31241307;11.08.2020;1
31284576;18.08.2020;1
31202856;18.08.2020;1
31245744;18.08.2020;1
31237359;18.08.2020;1
31232358;12.08.2020;1
31254981;18.08.2020;1
27675516;12.08.2020;1
31246725;18.08.2020;1
31240854;18.08.2020;1
31206009;12.08.2020;1
31228425;12.08.2020;1
30340290;12.08.2020;1
31241106;12.08.2020;1
31240293;19.08.2020;1
30893037;19.08.2020;1
30638577;19.08.2020;1
27324969;12.08.2020;1
31284576;19.08.2020;1
31251576;12.08.2020;1
31247292;19.08.2020;1
30739008;19.08.2020;1
31234686;19.08.2020;1
31237389;19.08.2020;1
31246791;19.08.2020;1
31260987;19.08.2020;1
30691845;19.08.2020;1
31262100;19.08.2020;1
30615765;19.08.2020;1
31251258;19.08.2020;1
31231845;19.08.2020;1
30893037;12.08.2020;1
31252782;12.08.2020;1
31227174;19.08.2020;1
31260420;19.08.2020;1
31254348;19.08.2020;1
31255911;13.08.2020;1
30413823;13.08.2020;1
28143918;13.08.2020;1
31253085;20.08.2020;1
31016469;13.08.2020;1
31169940;20.08.2020;1
31213200;13.08.2020;1
31234167;20.08.2020;1
30470799;20.08.2020;1
31246314;20.08.2020;1
31247475;20.08.2020;1
31229703;20.08.2020;1
31239726;20.08.2020;1
31018401;20.08.2020;1
31113558;20.08.2020;1
31238028;20.08.2020;1
31253403;14.08.2020;1
30532251;20.08.2020;1
30424293;14.08.2020;1
31260042;20.08.2020;1
31251351;20.08.2020;2
31224285;14.08.2020;1
31236537;21.08.2020;1
31245978;14.08.2020;1
30352044;21.08.2020;1
31226460;15.05.2020;1
31216293;29.05.2020;1
31240152;02.06.2020;2
30994389;03.06.2020;5
31209090;12.06.2020;1
31232532;08.07.2020;2
31240797;07.07.2020;2
31051749;24.07.2020;1
31236804;31.07.2020;1
31252257;03.08.2020;1
31246749;11.08.2020;2
31239546;05.11.2020;2
31286478;04.11.2020;1
31242258;06.08.2019;1
31231962;25.10.2019;1
31227216;25.10.2019;1
31247214;11.10.2019;1
27155466;16.10.2019;1
31248657;27.11.2020;1
31256667;29.11.2020;3
30617463;05.12.2020;1
30772749;14.12.2020;1
31244403;13.01.2020;1
31235154;13.01.2020;1
31234302;20.01.2020;1
30540852;20.01.2020;1
31227063;20.01.2020;1
31258026;14.01.2020;1
31232976;14.01.2020;1
31248294;14.01.2020;1
31257195;14.01.2020;1
31236801;14.01.2020;1
31230741;14.01.2020;1
31229808;14.01.2020;1
31260591;20.01.2020;1
30542304;15.01.2020;1
31244370;15.01.2020;1
30683913;15.01.2020;1
31253568;15.01.2020;1
31240986;15.01.2020;1
31252920;15.01.2020;1
31236438;15.01.2020;1
31240626;21.01.2020;1
30827439;21.01.2020;1
31220436;15.01.2020;1
30206844;15.01.2020;1
30384021;15.01.2020;1
31253253;15.01.2020;1
31249020;21.01.2020;1
31258926;21.01.2020;1
31231617;21.01.2020;1
31245399;21.01.2020;1
31233537;22.01.2020;1
31237431;15.01.2020;1
31250232;15.01.2020;1
30359907;15.01.2020;1
31247094;15.01.2020;1
31224720;15.01.2020;1
31256853;22.01.2020;1
31250721;15.01.2020;1
31248126;16.01.2020;1
31237956;22.01.2020;1
31225230;22.01.2020;1
31240590;22.01.2020;1
30822348;22.01.2020;1
31257501;22.01.2020;1
31234692;16.01.2020;1
31159758;22.01.2020;1
31237497;22.01.2020;1
31244892;22.01.2020;1
31236438;22.01.2020;1
30884208;23.01.2020;1
31245270;23.01.2020;1
31242072;16.01.2020;1
31248909;16.01.2020;1
31240020;16.01.2020;1
31241112;16.01.2020;1
31257633;16.01.2020;1
31232199;23.01.2020;1
31238376;16.01.2020;1
30441684;16.01.2020;1
31206447;23.01.2020;2
31251213;23.01.2020;1
30614646;23.01.2020;1
31246200;16.01.2020;1
28228848;16.01.2020;1
31152183;16.01.2020;1
31248459;23.01.2020;1
30682287;23.01.2020;1
31196010;23.01.2020;1
31245384;17.01.2020;1
31234959;17.01.2020;1
31229520;24.01.2020;1
30939447;24.01.2020;1
31247196;24.01.2020;1
31246314;24.01.2020;2
31240689;24.01.2020;1
31040103;17.01.2020;1
27798648;17.01.2020;1
27658956;24.01.2020;1
31240626;17.01.2020;1
31152183;17.01.2020;1
31242372;24.01.2020;1
31021644;17.01.2020;1
31255797;17.01.2020;1
31211892;24.01.2020;1
31248909;17.01.2020;1
31232892;17.01.2020;1
31240716;17.01.2020;1
31245945;25.01.2020;1
30893037;17.01.2020;1
27716931;25.01.2020;1
31246275;25.01.2020;1
31256628;25.01.2020;1
31190430;25.01.2020;1
31236414;25.01.2020;1
31243053;18.01.2020;1
30725295;18.01.2020;1
31237542;25.01.2020;1
31252338;25.01.2020;1
31248003;26.01.2020;1
31237716;26.01.2020;1
31250796;26.01.2020;1
31247121;18.01.2020;1
31253277;18.01.2020;2
31113084;18.01.2020;1
31247682;26.01.2020;1
31245648;26.01.2020;1
30060699;26.01.2020;1
30753387;26.01.2020;1
31110417;26.01.2020;1
31233303;26.01.2020;1
31222794;26.01.2020;1
30060699;19.01.2020;1
31245978;19.01.2020;1
31205676;19.01.2020;1
28143918;19.01.2020;1
31258659;19.01.2020;1
31256622;19.01.2020;1
31248924;27.01.2020;1
31259166;27.01.2020;1
31230147;27.01.2020;1
31261224;19.01.2020;1
31222326;19.01.2020;1
31240551;19.01.2020;1
31237182;19.01.2020;1
31259265;19.01.2020;1
31247196;19.01.2020;1
31256241;19.01.2020;1
31247778;19.01.2020;1
31282923;19.01.2020;1
31243203;19.01.2020;1
31232232;19.01.2020;1
31236906;05.08.2020;1
31205766;05.08.2020;1
31277382;05.08.2020;1
31223409;30.07.2020;1
31254360;06.08.2020;1
31224426;06.08.2020;2
31247799;06.08.2020;1
31258632;06.08.2020;1
31238556;31.07.2020;1
31230516;06.08.2020;1
31245945;06.08.2020;1
28049355;06.08.2020;1
31257468;31.07.2020;1
27324969;31.07.2020;1
31232457;06.08.2020;1
31246116;06.08.2020;1
31226652;31.07.2020;1
31255515;06.08.2020;1
31233222;06.08.2020;1
31225047;06.08.2020;1
31241505;06.08.2020;1
31232847;06.08.2020;1
31239231;31.07.2020;1
31233954;31.07.2020;2
31221519;06.08.2020;1
31253775;06.08.2020;1
30647718;31.07.2020;1
27965235;31.07.2020;1
31238496;31.07.2020;1
31224867;07.08.2020;1
31229049;31.07.2020;1
27155466;07.08.2020;1
30488913;01.08.2020;1
31213809;07.08.2020;1
31230246;01.08.2020;1
31237542;01.08.2020;1
31240152;01.08.2020;1
31241112;01.08.2020;1
31238586;01.08.2020;1
31021644;01.08.2020;1
31244697;07.08.2020;1
31232781;07.08.2020;1
31251348;01.08.2020;1
31296561;07.08.2020;1
31228425;07.08.2020;1
31260234;01.08.2020;1
27293442;07.08.2020;1
31221054;07.08.2020;1
31248828;07.08.2020;1
31255680;01.08.2020;1
30854331;08.08.2020;1
31258032;02.08.2020;1
27733200;08.08.2020;1
31248144;08.08.2020;1
31224843;08.08.2020;1
31047681;08.08.2020;1
30716682;02.08.2020;2
31089012;02.08.2020;1
31257387;08.08.2020;1
27729639;02.08.2020;1
31246923;08.08.2020;1
30764454;08.08.2020;1
31245732;08.08.2020;1
31229046;08.08.2020;1
31225293;02.08.2020;1
31184367;08.08.2020;1
31232358;09.08.2020;1
31248489;03.08.2020;1
31243452;09.08.2020;2
30604335;09.08.2020;1
31230804;03.08.2020;1
31245981;03.08.2020;1
30614646;09.08.2020;1
31244775;03.08.2020;1
31238739;03.08.2020;1
31237923;09.08.2020;1
30578376;09.08.2020;1
31106202;09.08.2020;1
31245090;09.08.2020;1
31250178;09.08.2020;1
31218738;04.08.2020;1
31245435;09.08.2020;1
31239024;11.08.2020;1
31220082;09.08.2020;1
31252518;04.08.2020;1
31253961;04.08.2020;1
31256133;04.08.2020;1
31229157;10.08.2020;1
31260090;10.08.2020;1
30932238;05.08.2020;1
31238805;10.08.2020;1
30725295;10.08.2020;1
31224675;05.08.2020;2
31245168;05.08.2020;1
30638577;05.08.2020;1
31227984;05.08.2020;1
31237692;05.08.2020;1
31244022;10.08.2020;1
27947847;10.08.2020;1
30735084;10.08.2020;1
31231647;10.08.2020;1
31236414;16.08.2020;1
31236150;16.08.2020;1
31227564;16.08.2020;1
31258632;17.08.2020;1
31240908;17.08.2020;1
31128033;17.08.2020;1
31238397;17.08.2020;4
31229751;17.08.2020;2
31258746;17.08.2020;2
31228986;11.08.2020;1
27606453;11.08.2020;1
31195467;18.08.2020;1
31248912;11.08.2020;1
27838899;12.08.2020;1
31222815;12.08.2020;1
31245732;18.08.2020;1
31236270;12.08.2020;1
31256241;12.08.2020;1
30951078;12.08.2020;1
31216242;12.08.2020;1
30580479;19.08.2020;1
31146117;12.08.2020;1
30722151;12.08.2020;1
31256760;19.08.2020;1
31258050;19.08.2020;1
31238520;19.08.2020;1
30260598;19.08.2020;1
30744507;19.08.2020;1
31255590;19.08.2020;1
31260591;13.08.2020;1
30140607;20.08.2020;1
31248429;13.08.2020;1
31255845;20.08.2020;1
31248114;13.08.2020;1
31248240;20.08.2020;1
31245978;20.08.2020;1
